,eo_code,be_code,head_type,be_description,eo_class_code,eo_class_description,eo_model_name,eo_category_spec,eo_model_id,eo_description,operation_start_date,expected_operation_period_years,operation_finish_date_calc,sap_planned_finish_operation_date,operation_finish_date_sap_upd,sap_system_status,sap_user_status,be_eo_data_row_no,operation_finish_date_iteration_0,operation_finish_date_iteration_1,operation_finish_date_iteration_2,operation_status,conservation_start_date
288,100000097363,1100.0,head,"АО ""Полюс Красноярск""",E02_01,Станки буровые вращ. бур. шарошками,Станки буровые СБШ-250,Буровые станки,76.0,Станок буровой СБШ-250 МНА-32 №29,2022-09-01,8,2030-09-01 00:00:00,,2030-09-01 00:00:00,УСТН,ВЗКП,,,,,,
289,100000097364,1100.0,head,"АО ""Полюс Красноярск""",E02_01,Станки буровые вращ. бур. шарошками,Станки буровые СБШ-250,Буровые станки,76.0,Станок буровой СБШ-250 МНА-32 №30,2022-10-01,8,2030-10-01 00:00:00,,2030-10-01 00:00:00,УСТН,ВЗКП,,,,,,
290,100000097577,1100.0,head,"АО ""Полюс Красноярск""",E02_01,Станки буровые вращ. бур. шарошками,Станки буровые СБШ-250,Буровые станки,76.0,Станок буровой СБШ-250 МНА-32 №31,2022-10-01,8,2030-10-01 00:00:00,,2030-10-01 00:00:00,УСТН,ВЗКП,,,,,,
291,100000097578,1100.0,head,"АО ""Полюс Красноярск""",E02_01,Станки буровые вращ. бур. шарошками,Станки буровые СБШ-250,Буровые станки,76.0,Станок буровой СБШ-250 МНА-32 №32,2022-11-01,8,2030-11-01 00:00:00,,2030-11-01 00:00:00,УСТН,ВЗКП,,,,,,
292,100000099750,1100.0,head,"АО ""Полюс Красноярск""",E02_01,Станки буровые вращ. бур. шарошками,Станки буровые СБШ-250,Буровые станки,76.0,Станок буровой СБШ-250 МНА-32 №33,2022-12-01,8,2030-12-01 00:00:00,,2030-12-01 00:00:00,УСТН,ВЗКП,,,,,,
293,100000099751,1100.0,head,"АО ""Полюс Красноярск""",E02_01,Станки буровые вращ. бур. шарошками,Станки буровые СБШ-250,Буровые станки,76.0,Станок буровой СБШ-250 МНА-32 №34,2023-01-01,8,2031-01-01 00:00:00,,2031-01-01 00:00:00,УСТН,ВЗКП,,,,,,
294,100000099752,1100.0,head,"АО ""Полюс Красноярск""",E02_01,Станки буровые вращ. бур. шарошками,Станки буровые СБШ-250,Буровые станки,76.0,Станок буровой СБШ-250 МНА-32 №35,2023-02-01,8,2031-02-01 00:00:00,,2031-02-01 00:00:00,УСТН,ВЗКП,,,,,,
295,100000099753,1100.0,head,"АО ""Полюс Красноярск""",E02_01,Станки буровые вращ. бур. шарошками,Станки буровые СБШ-250,Буровые станки,76.0,Станок буровой СБШ-250 МНА-32 №36,2023-01-01,8,2031-01-01 00:00:00,,2031-01-01 00:00:00,УСТН,ВЗКП,,,,,,
296,100000099754,1100.0,head,"АО ""Полюс Красноярск""",E02_01,Станки буровые вращ. бур. шарошками,Станки буровые СБШ-250,Буровые станки,76.0,Станок буровой СБШ-250 МНА-32 №37,2023-03-01,8,2031-03-01 00:00:00,,2031-03-01 00:00:00,УСТН,ВЗКП,,,,,,
297,100000099755,1100.0,head,"АО ""Полюс Красноярск""",E02_01,Станки буровые вращ. бур. шарошками,Станки буровые СБШ-250,Буровые станки,76.0,Станок буровой СБШ-250 МНА-32 №38,2023-04-01,8,2031-04-01 00:00:00,,2031-04-01 00:00:00,УСТН,ВЗКП,,,,,,
298,100000099756,1100.0,head,"АО ""Полюс Красноярск""",E02_01,Станки буровые вращ. бур. шарошками,Станки буровые СБШ-250,Буровые станки,76.0,Станок буровой СБШ-250 МНА-32 №39,2023-04-01,8,2031-04-01 00:00:00,,2031-04-01 00:00:00,УСТН,ВЗКП,,,,,,
299,100000099757,1100.0,head,"АО ""Полюс Красноярск""",E02_01,Станки буровые вращ. бур. шарошками,Станки буровые СБШ-250,Буровые станки,76.0,Станок буровой СБШ-250 МНА-32 №40,2023-05-01,8,2031-05-01 00:00:00,,2031-05-01 00:00:00,УСТН,ВЗКП,,,,,,
300,100000099758,1100.0,head,"АО ""Полюс Красноярск""",E02_01,Станки буровые вращ. бур. шарошками,Станки буровые СБШ-250,Буровые станки,76.0,Станок буровой СБШ-250 МНА-32 №41,2023-06-01,8,2031-06-01 00:00:00,,2031-06-01 00:00:00,УСТН,ВЗКП,,,,,,
301,100000099759,1100.0,head,"АО ""Полюс Красноярск""",E02_01,Станки буровые вращ. бур. шарошками,Станки буровые СБШ-250,Буровые станки,76.0,Станок буровой СБШ-250 МНА-32 №42,2023-06-01,8,2031-06-01 00:00:00,,2031-06-01 00:00:00,УСТН,ВЗКП,,,,,,
302,100000099760,1100.0,head,"АО ""Полюс Красноярск""",E02_01,Станки буровые вращ. бур. шарошками,Станки буровые СБШ-250,Буровые станки,76.0,Станок буровой СБШ-250 МНА-32 №43,2023-07-01,8,2031-07-01 00:00:00,,2031-07-01 00:00:00,УСТН,ВЗКП,,,,,,
303,100000099761,1100.0,head,"АО ""Полюс Красноярск""",E02_01,Станки буровые вращ. бур. шарошками,Станки буровые СБШ-250,Буровые станки,76.0,Станок буровой СБШ-250 МНА-32 №44,2023-08-01,8,2031-08-01 00:00:00,,2031-08-01 00:00:00,УСТН,ВЗКП,,,,,,
304,100000099762,1100.0,head,"АО ""Полюс Красноярск""",E02_01,Станки буровые вращ. бур. шарошками,Станки буровые СБШ-250,Буровые станки,76.0,Станок буровой СБШ-250 МНА-32 №45,2023-08-01,8,2031-08-01 00:00:00,,2031-08-01 00:00:00,УСТН,ВЗКП,,,,,,
305,100000099763,1100.0,head,"АО ""Полюс Красноярск""",E02_01,Станки буровые вращ. бур. шарошками,Станки буровые СБШ-250,Буровые станки,76.0,Станок буровой СБШ-250 МНА-32 №46,2023-09-01,8,2031-09-01 00:00:00,,2031-09-01 00:00:00,УСТН,ВЗКП,,,,,,
306,100000099764,1100.0,head,"АО ""Полюс Красноярск""",E02_01,Станки буровые вращ. бур. шарошками,Станки буровые СБШ-250,Буровые станки,76.0,Станок буровой СБШ-250 МНА-32 №47,2023-10-01,8,2031-10-01 00:00:00,,2031-10-01 00:00:00,УСТН,ВЗКП,,,,,,
307,100000099765,1100.0,head,"АО ""Полюс Красноярск""",E02_01,Станки буровые вращ. бур. шарошками,Станки буровые СБШ-250,Буровые станки,76.0,Станок буровой СБШ-250 МНА-32 №48,2023-11-01,8,2031-11-01 00:00:00,,2031-11-01 00:00:00,УСТН,ВЗКП,,,,,,
308,100000099766,1100.0,head,"АО ""Полюс Красноярск""",E02_01,Станки буровые вращ. бур. шарошками,Станки буровые СБШ-250,Буровые станки,76.0,Станок буровой СБШ-250 МНА-32 №49,2023-12-01,8,2031-12-01 00:00:00,,2031-12-01 00:00:00,УСТН,ВЗКП,,,,,,
309,100000099767,1100.0,head,"АО ""Полюс Красноярск""",E02_01,Станки буровые вращ. бур. шарошками,Станки буровые СБШ-250,Буровые станки,76.0,Станок буровой СБШ-250 МНА-32 №50,2023-12-01,8,2031-12-01 00:00:00,,2031-12-01 00:00:00,УСТН,ВЗКП,,,,,,
310,100000099768,1100.0,head,"АО ""Полюс Красноярск""",E02_01,Станки буровые вращ. бур. шарошками,Станки буровые СБШ-250,Буровые станки,76.0,Станок буровой СБШ-250 МНА-32 №51,2024-01-01,8,2032-01-01 00:00:00,,2032-01-01 00:00:00,УСТН,ВЗКП,,,,,,
311,100000099769,1100.0,head,"АО ""Полюс Красноярск""",E02_01,Станки буровые вращ. бур. шарошками,Станки буровые СБШ-250,Буровые станки,76.0,Станок буровой СБШ-250 МНА-32 №52,2024-02-01,8,2032-02-01 00:00:00,,2032-02-01 00:00:00,УСТН,ВЗКП,,,,,,
312,100000099770,1100.0,head,"АО ""Полюс Красноярск""",E02_01,Станки буровые вращ. бур. шарошками,Станки буровые СБШ-250,Буровые станки,76.0,Станок буровой СБШ-250 МНА-32 №53,2024-02-01,8,2032-02-01 00:00:00,,2032-02-01 00:00:00,УСТН,ВЗКП,,,,,,
313,100000065581,1100.0,head,"АО ""Полюс Красноярск""",E01_01,Самосвалы карьерные,Самосвалы БелАЗ-7540,Автосамосвалы в классе 30-40тонн,61.0,Самосвал карьерный БЕЛАЗ-7540А №21,2006-06-02,12,2018-06-02 00:00:00,2022-12-31,2022-12-31 00:00:00,УСТН,СИНХ,4.0,2022-12-31,2022-12-31,2022-12-31,Эксплуатация,
314,100000065582,1100.0,head,"АО ""Полюс Красноярск""",E01_01,Самосвалы карьерные,Самосвалы БелАЗ-7540,Автосамосвалы в классе 30-40тонн,61.0,Самосвал карьерный БЕЛАЗ-7540А №24,2006-06-02,12,2018-06-02 00:00:00,2022-12-31,2022-12-31 00:00:00,УСТН,СИНХ,6.0,2022-12-31,2022-12-31,2022-12-31,Эксплуатация,
315,100000065585,1100.0,head,"АО ""Полюс Красноярск""",E01_01,Самосвалы карьерные,Самосвалы БелАЗ-7540,Автосамосвалы в классе 30-40тонн,61.0,Самосвал карьерный БЕЛАЗ-7540К №55,2016-12-16,12,2028-12-16 00:00:00,2026-12-31,2026-12-31 00:00:00,УСТН,СИНХ,9.0,2026-12-31,2026-12-31,2026-12-31,Эксплуатация,
316,100000065586,1100.0,head,"АО ""Полюс Красноярск""",E01_01,Самосвалы карьерные,Самосвалы БелАЗ-7540,Автосамосвалы в классе 30-40тонн,61.0,Самосвал карьерный БЕЛАЗ-7540К №56,2016-12-16,12,2028-12-16 00:00:00,2026-12-31,2026-12-31 00:00:00,УСТН,СИНХ,10.0,2026-12-31,2026-12-31,2026-12-31,Эксплуатация,
317,100000065587,1100.0,head,"АО ""Полюс Красноярск""",E01_01,Самосвалы карьерные,Самосвалы БелАЗ-7540,Автосамосвалы в классе 30-40тонн,61.0,Самосвал карьерный БЕЛАЗ-7540К №57,2016-12-16,12,2028-12-16 00:00:00,2026-12-31,2026-12-31 00:00:00,УСТН,СИНХ,11.0,2026-12-31,2026-12-31,2026-12-31,Эксплуатация,
318,100000065588,1100.0,head,"АО ""Полюс Красноярск""",E01_01,Самосвалы карьерные,Самосвалы БелАЗ-7540,Автосамосвалы в классе 30-40тонн,61.0,Самосвал карьерный БЕЛАЗ-7540К №58,2016-12-16,12,2028-12-16 00:00:00,2026-12-31,2026-12-31 00:00:00,УСТН,СИНХ,12.0,2026-12-31,2026-12-31,2026-12-31,Эксплуатация,
319,100000065589,1100.0,head,"АО ""Полюс Красноярск""",E01_01,Самосвалы карьерные,Самосвалы БелАЗ-7540,Автосамосвалы в классе 30-40тонн,61.0,Самосвал карьерный БЕЛАЗ-7540К №59,2016-12-16,12,2028-12-16 00:00:00,2026-12-31,2026-12-31 00:00:00,УСТН,СИНХ,13.0,2026-12-31,2026-12-31,2026-12-31,Эксплуатация,
320,100000079842,1100.0,head,"АО ""Полюс Красноярск""",E01_01,Самосвалы карьерные,Самосвалы БелАЗ-7540,Автосамосвалы в классе 30-40тонн,61.0,Самосвал карьерный БЕЛАЗ-7540B №60,2022-04-29,12,2034-04-29 00:00:00,2032-04-30,2032-04-30 00:00:00,УСТН,,14.0,2032-04-30,2032-04-30,2032-04-30,Эксплуатация,
321,100000079843,1100.0,head,"АО ""Полюс Красноярск""",E01_01,Самосвалы карьерные,Самосвалы БелАЗ-7540,Автосамосвалы в классе 30-40тонн,61.0,Самосвал карьерный БЕЛАЗ-7540К №61,2022-04-01,12,2034-04-01 00:00:00,2032-04-01,2032-04-01 00:00:00,УСТН,ВЗКП,,,,,,
322,100000079844,1100.0,head,"АО ""Полюс Красноярск""",E01_01,Самосвалы карьерные,Самосвалы БелАЗ-7540,Автосамосвалы в классе 30-40тонн,61.0,Самосвал карьерный БЕЛАЗ-7540К №62,2022-04-01,12,2034-04-01 00:00:00,2032-04-01,2032-04-01 00:00:00,УСТН,ВЗКП,,,,,,
323,100000028868,1100.0,head,"АО ""Полюс Красноярск""",E01_01,Самосвалы карьерные,Самосвалы CAT 785C,Автосамосвалы в классе 120-150 тонн,65.0,Самосвал карьерный 785C №401,2009-03-04,12,2021-03-04 00:00:00,2024-12-31,2024-12-31 00:00:00,УСТН,СИНХ,53.0,2022-08-31,2024-12-31,2024-12-31,Эксплуатация,
324,100000062369,1100.0,head,"АО ""Полюс Красноярск""",E01_01,Самосвалы карьерные,Самосвалы CAT 785C,Автосамосвалы в классе 120-150 тонн,65.0,Самосвал карьерный 785C №403,2009-04-12,12,2021-04-12 00:00:00,2022-12-31,2022-12-31 00:00:00,УСТН,СИНХ,55.0,2022-09-30,2024-12-31,2022-12-31,Эксплуатация,
325,100000062370,1100.0,head,"АО ""Полюс Красноярск""",E01_01,Самосвалы карьерные,Самосвалы CAT 785C,Автосамосвалы в классе 120-150 тонн,65.0,Самосвал карьерный 785C №404,2009-04-16,12,2021-04-16 00:00:00,2022-12-31,2022-12-31 00:00:00,УСТН,КОНС СИНХ,56.0,2022-12-31,2024-12-31,2022-12-31,Консервация,2022-06-20
326,100000062371,1100.0,head,"АО ""Полюс Красноярск""",E01_01,Самосвалы карьерные,Самосвалы CAT 785C,Автосамосвалы в классе 120-150 тонн,65.0,Самосвал карьерный 785C №405,2009-04-25,12,2021-04-25 00:00:00,2024-12-31,2024-12-31 00:00:00,УСТН,СИНХ,57.0,2022-10-31,2024-12-31,2024-12-31,Эксплуатация,
327,100000062372,1100.0,head,"АО ""Полюс Красноярск""",E01_01,Самосвалы карьерные,Самосвалы CAT 785C,Автосамосвалы в классе 120-150 тонн,65.0,Самосвал карьерный 785C №407,2009-06-08,12,2021-06-08 00:00:00,2024-12-31,2024-12-31 00:00:00,УСТН,СИНХ,59.0,2022-11-30,2024-12-31,2024-12-31,Эксплуатация,
328,100000062373,1100.0,head,"АО ""Полюс Красноярск""",E01_01,Самосвалы карьерные,Самосвалы CAT 785C,Автосамосвалы в классе 120-150 тонн,65.0,Самосвал карьерный 785C №409,2009-06-24,12,2021-06-24 00:00:00,2024-12-31,2024-12-31 00:00:00,УСТН,СИНХ,61.0,2022-12-31,2024-12-31,2024-12-31,Эксплуатация,
329,100000062379,1100.0,head,"АО ""Полюс Красноярск""",E01_01,Самосвалы карьерные,Самосвалы CAT 785C,Автосамосвалы в классе 120-150 тонн,65.0,Самосвал карьерный 785C №411,2009-10-02,12,2021-10-02 00:00:00,2022-12-31,2022-12-31 00:00:00,УСТН,СИНХ,63.0,2022-12-31,2024-12-31,2022-12-31,Эксплуатация,
330,100000062377,1100.0,head,"АО ""Полюс Красноярск""",E01_01,Самосвалы карьерные,Самосвалы CAT 785C,Автосамосвалы в классе 120-150 тонн,65.0,Самосвал карьерный 785C №414,2009-11-02,12,2021-11-02 00:00:00,2024-12-31,2024-12-31 00:00:00,УСТН,СИНХ,65.0,2022-12-31,2024-12-31,2024-12-31,Эксплуатация,
331,100000062376,1100.0,head,"АО ""Полюс Красноярск""",E01_01,Самосвалы карьерные,Самосвалы CAT 785C,Автосамосвалы в классе 120-150 тонн,65.0,Самосвал карьерный 785C №415,2009-11-04,12,2021-11-04 00:00:00,2022-12-31,2022-12-31 00:00:00,УСТН,СИНХ,66.0,2022-06-30,2024-12-31,2022-12-31,Эксплуатация,
332,100000065968,1100.0,head,"АО ""Полюс Красноярск""",E01_01,Самосвалы карьерные,Самосвалы CAT 785C,Автосамосвалы в классе 120-150 тонн,65.0,Самосвал карьерный 785C №416,2011-03-24,12,2023-03-24 00:00:00,2024-12-31,2024-12-31 00:00:00,УСТН,СИНХ,67.0,2022-12-31,2024-12-31,2024-12-31,Эксплуатация,
333,100000065969,1100.0,head,"АО ""Полюс Красноярск""",E01_01,Самосвалы карьерные,Самосвалы CAT 785C,Автосамосвалы в классе 120-150 тонн,65.0,Самосвал карьерный 785C №417,2011-03-27,12,2023-03-27 00:00:00,2024-12-31,2024-12-31 00:00:00,УСТН,СИНХ,68.0,2022-12-31,2024-12-31,2024-12-31,Эксплуатация,
334,100000065970,1100.0,head,"АО ""Полюс Красноярск""",E01_01,Самосвалы карьерные,Самосвалы CAT 785C,Автосамосвалы в классе 120-150 тонн,65.0,Самосвал карьерный 785C №418,2011-03-31,12,2023-03-31 00:00:00,2024-12-31,2024-12-31 00:00:00,УСТН,СИНХ,69.0,2022-12-31,2024-12-31,2024-12-31,Эксплуатация,
335,100000065971,1100.0,head,"АО ""Полюс Красноярск""",E01_01,Самосвалы карьерные,Самосвалы CAT 785C,Автосамосвалы в классе 120-150 тонн,65.0,Самосвал карьерный 785C №419,2011-04-04,12,2023-04-04 00:00:00,2024-12-31,2024-12-31 00:00:00,УСТН,СИНХ,70.0,2022-12-31,2024-12-31,2024-12-31,Эксплуатация,
336,100000065972,1100.0,head,"АО ""Полюс Красноярск""",E01_01,Самосвалы карьерные,Самосвалы CAT 785C,Автосамосвалы в классе 120-150 тонн,65.0,Самосвал карьерный 785C №420,2011-04-09,12,2023-04-09 00:00:00,2024-12-31,2024-12-31 00:00:00,УСТН,СИНХ,71.0,2022-12-31,2024-12-31,2024-12-31,Эксплуатация,
337,100000065974,1100.0,head,"АО ""Полюс Красноярск""",E01_01,Самосвалы карьерные,Самосвалы CAT 785C,Автосамосвалы в классе 120-150 тонн,65.0,Самосвал карьерный 785C №422,2011-04-14,12,2023-04-14 00:00:00,2024-12-31,2024-12-31 00:00:00,УСТН,СИНХ,73.0,2022-12-31,2024-12-31,2024-12-31,Эксплуатация,
338,100000065967,1100.0,head,"АО ""Полюс Красноярск""",E01_01,Самосвалы карьерные,Самосвалы CAT 785C,Автосамосвалы в классе 120-150 тонн,65.0,Самосвал карьерный 785C №423,2011-05-13,12,2023-05-13 00:00:00,2024-12-31,2024-12-31 00:00:00,УСТН,СИНХ,74.0,2022-12-31,2024-12-31,2024-12-31,Эксплуатация,
339,100000062380,1100.0,head,"АО ""Полюс Красноярск""",E01_01,Самосвалы карьерные,Самосвалы CAT 785C,Автосамосвалы в классе 120-150 тонн,65.0,Самосвал карьерный 785C №424,2011-05-16,12,2023-05-16 00:00:00,2024-12-31,2024-12-31 00:00:00,УСТН,СИНХ,75.0,2022-12-31,2024-12-31,2024-12-31,Эксплуатация,
340,100000065975,1100.0,head,"АО ""Полюс Красноярск""",E01_01,Самосвалы карьерные,Самосвалы CAT 785C,Автосамосвалы в классе 120-150 тонн,65.0,Самосвал карьерный 785C №425,2011-05-26,12,2023-05-26 00:00:00,2024-12-31,2024-12-31 00:00:00,УСТН,СИНХ,76.0,2022-12-31,2024-12-31,2024-12-31,Эксплуатация,
341,100000065976,1100.0,head,"АО ""Полюс Красноярск""",E01_01,Самосвалы карьерные,Самосвалы CAT 785C,Автосамосвалы в классе 120-150 тонн,65.0,Самосвал карьерный 785C №426,2011-06-28,12,2023-06-28 00:00:00,2024-12-31,2024-12-31 00:00:00,УСТН,СИНХ,77.0,2023-06-30,2024-12-31,2024-12-31,Эксплуатация,
342,100000062381,1100.0,head,"АО ""Полюс Красноярск""",E01_01,Самосвалы карьерные,Самосвалы CAT 785C,Автосамосвалы в классе 120-150 тонн,65.0,Самосвал карьерный 785C №427,2011-06-30,12,2023-06-30 00:00:00,2024-12-31,2024-12-31 00:00:00,УСТН,СИНХ,78.0,2023-06-30,2024-12-31,2024-12-31,Эксплуатация,
343,100000062382,1100.0,head,"АО ""Полюс Красноярск""",E01_01,Самосвалы карьерные,Самосвалы CAT 785C,Автосамосвалы в классе 120-150 тонн,65.0,Самосвал карьерный 785C №428,2011-07-07,12,2023-07-07 00:00:00,2024-12-31,2024-12-31 00:00:00,УСТН,СИНХ,79.0,2023-06-30,2024-12-31,2024-12-31,Эксплуатация,
344,100000062383,1100.0,head,"АО ""Полюс Красноярск""",E01_01,Самосвалы карьерные,Самосвалы CAT 785C,Автосамосвалы в классе 120-150 тонн,65.0,Самосвал карьерный 785C №429,2011-07-10,12,2023-07-10 00:00:00,2024-12-31,2024-12-31 00:00:00,УСТН,СИНХ,80.0,2023-06-30,2024-12-31,2024-12-31,Эксплуатация,
345,100000062384,1100.0,head,"АО ""Полюс Красноярск""",E01_01,Самосвалы карьерные,Самосвалы CAT 785C,Автосамосвалы в классе 120-150 тонн,65.0,Самосвал карьерный 785C №430,2011-08-23,12,2023-08-23 00:00:00,2024-12-31,2024-12-31 00:00:00,УСТН,СИНХ,81.0,2023-06-30,2024-12-31,2024-12-31,Эксплуатация,
346,100000062391,1100.0,head,"АО ""Полюс Красноярск""",E01_01,Самосвалы карьерные,Самосвалы CAT 785C,Автосамосвалы в классе 120-150 тонн,65.0,Самосвал карьерный 785C №431,2013-06-13,12,2025-06-13 00:00:00,2025-06-30,2025-06-30 00:00:00,УСТН,СИНХ,82.0,2025-06-30,2025-06-30,2025-06-30,Эксплуатация,
347,100000062393,1100.0,head,"АО ""Полюс Красноярск""",E01_01,Самосвалы карьерные,Самосвалы CAT 785C,Автосамосвалы в классе 120-150 тонн,65.0,Самосвал карьерный 785C №432,2013-06-15,12,2025-06-15 00:00:00,2025-06-30,2025-06-30 00:00:00,УСТН,СИНХ,83.0,2025-06-30,2025-06-30,2025-06-30,Эксплуатация,
348,100000062394,1100.0,head,"АО ""Полюс Красноярск""",E01_01,Самосвалы карьерные,Самосвалы CAT 785C,Автосамосвалы в классе 120-150 тонн,65.0,Самосвал карьерный 785C №433,2013-06-26,12,2025-06-26 00:00:00,2025-06-30,2025-06-30 00:00:00,УСТН,СИНХ,84.0,2025-06-30,2025-06-30,2025-06-30,Эксплуатация,
349,100000062392,1100.0,head,"АО ""Полюс Красноярск""",E01_01,Самосвалы карьерные,Самосвалы CAT 785C,Автосамосвалы в классе 120-150 тонн,65.0,Самосвал карьерный 785C №434,2013-06-28,12,2025-06-28 00:00:00,2025-06-30,2025-06-30 00:00:00,УСТН,СИНХ,85.0,2025-06-30,2025-06-30,2025-06-30,Эксплуатация,
350,100000062390,1100.0,head,"АО ""Полюс Красноярск""",E01_01,Самосвалы карьерные,Самосвалы CAT 785C,Автосамосвалы в классе 120-150 тонн,65.0,Самосвал карьерный 785C №435,2013-06-29,12,2025-06-29 00:00:00,2025-06-30,2025-06-30 00:00:00,УСТН,СИНХ,86.0,2025-06-30,2025-06-30,2025-06-30,Эксплуатация,
351,100000062395,1100.0,head,"АО ""Полюс Красноярск""",E01_01,Самосвалы карьерные,Самосвалы CAT 785C,Автосамосвалы в классе 120-150 тонн,65.0,Самосвал карьерный 785C №436,2013-12-13,12,2025-12-13 00:00:00,2025-12-31,2025-12-31 00:00:00,УСТН,СИНХ,87.0,2025-06-30,2025-12-31,2025-12-31,Эксплуатация,
352,100000062396,1100.0,head,"АО ""Полюс Красноярск""",E01_01,Самосвалы карьерные,Самосвалы CAT 785C,Автосамосвалы в классе 120-150 тонн,65.0,Самосвал карьерный 785C №437,2013-11-10,12,2025-11-10 00:00:00,2025-12-31,2025-12-31 00:00:00,УСТН,СИНХ,88.0,2025-06-30,2025-12-31,2025-12-31,Эксплуатация,
353,100000062397,1100.0,head,"АО ""Полюс Красноярск""",E01_01,Самосвалы карьерные,Самосвалы CAT 785C,Автосамосвалы в классе 120-150 тонн,65.0,Самосвал карьерный 785C №438,2013-12-10,12,2025-12-10 00:00:00,2025-12-31,2025-12-31 00:00:00,УСТН,СИНХ,89.0,2025-06-30,2025-12-31,2025-12-31,Эксплуатация,
354,100000062398,1100.0,head,"АО ""Полюс Красноярск""",E01_01,Самосвалы карьерные,Самосвалы CAT 785C,Автосамосвалы в классе 120-150 тонн,65.0,Самосвал карьерный 785C №439,2013-12-03,12,2025-12-03 00:00:00,2025-12-31,2025-12-31 00:00:00,УСТН,СИНХ,90.0,2025-06-30,2025-12-31,2025-12-31,Эксплуатация,
355,100000062399,1100.0,head,"АО ""Полюс Красноярск""",E01_01,Самосвалы карьерные,Самосвалы CAT 785C,Автосамосвалы в классе 120-150 тонн,65.0,Самосвал карьерный 785C №440,2013-11-13,12,2025-11-13 00:00:00,2025-12-31,2025-12-31 00:00:00,УСТН,СИНХ,91.0,2025-06-30,2025-12-31,2025-12-31,Эксплуатация,
356,100000062386,1100.0,head,"АО ""Полюс Красноярск""",E01_01,Самосвалы карьерные,Самосвалы CAT 785C,Автосамосвалы в классе 120-150 тонн,65.0,Самосвал карьерный 785C №441,2014-05-22,12,2026-05-22 00:00:00,2026-05-30,2026-05-30 00:00:00,УСТН,СИНХ,92.0,2025-06-30,2026-05-30,2026-05-30,Эксплуатация,
357,100000062389,1100.0,head,"АО ""Полюс Красноярск""",E01_01,Самосвалы карьерные,Самосвалы CAT 785C,Автосамосвалы в классе 120-150 тонн,65.0,Самосвал карьерный 785C №442,2014-05-26,12,2026-05-26 00:00:00,2026-05-30,2026-05-30 00:00:00,УСТН,СИНХ,93.0,2025-06-30,2026-05-30,2026-05-30,Эксплуатация,
358,100000062388,1100.0,head,"АО ""Полюс Красноярск""",E01_01,Самосвалы карьерные,Самосвалы CAT 785C,Автосамосвалы в классе 120-150 тонн,65.0,Самосвал карьерный 785C №443,2014-05-30,12,2026-05-30 00:00:00,2026-05-30,2026-05-30 00:00:00,УСТН,СИНХ,94.0,2025-06-30,2026-05-30,2026-05-30,Эксплуатация,
359,100000062387,1100.0,head,"АО ""Полюс Красноярск""",E01_01,Самосвалы карьерные,Самосвалы CAT 785C,Автосамосвалы в классе 120-150 тонн,65.0,Самосвал карьерный 785C №444,2014-06-03,12,2026-06-03 00:00:00,2026-06-30,2026-06-30 00:00:00,УСТН,СИНХ,95.0,2025-06-30,2026-06-30,2026-06-30,Эксплуатация,
360,100000062385,1100.0,head,"АО ""Полюс Красноярск""",E01_01,Самосвалы карьерные,Самосвалы CAT 785C,Автосамосвалы в классе 120-150 тонн,65.0,Самосвал карьерный 785C №445,2014-06-07,12,2026-06-07 00:00:00,2026-06-30,2026-06-30 00:00:00,УСТН,СИНХ,96.0,2025-06-30,2026-06-30,2026-06-30,Эксплуатация,
361,100000065977,1100.0,head,"АО ""Полюс Красноярск""",E01_01,Самосвалы карьерные,Самосвалы CAT 785C,Автосамосвалы в классе 120-150 тонн,65.0,Самосвал карьерный 785C №446,2016-08-10,12,2028-08-10 00:00:00,2030-07-31,2030-07-31 00:00:00,УСТН,СИНХ,97.0,2030-07-31,2030-07-31,2030-07-31,Эксплуатация,
362,100000065978,1100.0,head,"АО ""Полюс Красноярск""",E01_01,Самосвалы карьерные,Самосвалы CAT 785C,Автосамосвалы в классе 120-150 тонн,65.0,Самосвал карьерный 785C №447,2016-08-10,12,2028-08-10 00:00:00,2030-07-31,2030-07-31 00:00:00,УСТН,СИНХ,98.0,2030-07-31,2030-07-31,2030-07-31,Эксплуатация,
363,100000065979,1100.0,head,"АО ""Полюс Красноярск""",E01_01,Самосвалы карьерные,Самосвалы CAT 785C,Автосамосвалы в классе 120-150 тонн,65.0,Самосвал карьерный 785C №448,2016-08-10,12,2028-08-10 00:00:00,2030-07-31,2030-07-31 00:00:00,УСТН,СИНХ,99.0,2030-07-31,2030-07-31,2030-07-31,Эксплуатация,
364,100000065980,1100.0,head,"АО ""Полюс Красноярск""",E01_01,Самосвалы карьерные,Самосвалы CAT 785C,Автосамосвалы в классе 120-150 тонн,65.0,Самосвал карьерный 785C №449,2016-08-10,12,2028-08-10 00:00:00,2030-07-31,2030-07-31 00:00:00,УСТН,СИНХ,100.0,2030-07-31,2030-07-31,2030-07-31,Эксплуатация,
365,100000065981,1100.0,head,"АО ""Полюс Красноярск""",E01_01,Самосвалы карьерные,Самосвалы CAT 785C,Автосамосвалы в классе 120-150 тонн,65.0,Самосвал карьерный 785C №450,2016-08-20,12,2028-08-20 00:00:00,2030-07-31,2030-07-31 00:00:00,УСТН,СИНХ,101.0,2030-07-31,2030-07-31,2030-07-31,Эксплуатация,
