,eo_code,be_code,head_type,be_description,eo_class_code,eo_class_description,eo_model_name,eo_category_spec,eo_model_id,eo_description,operation_start_date,expected_operation_period_years,operation_finish_date_calc,sap_planned_finish_operation_date,operation_finish_date_sap_upd,sap_system_status,sap_user_status,be_eo_data_row_no,operation_finish_date_iteration_0,operation_finish_date_iteration_1,operation_finish_date_iteration_2,operation_status,conservation_start_date
540,100000065563,1100.0,head,"АО ""Полюс Красноярск""",E01_01,Самосвалы карьерные,Самосвалы Komatsu HD785-5,Автосамосвалы в классе 85-110тонн,73.0,Самосвал карьерный HD785-5 №240,2010-03-11,12,2022-03-11 00:00:00,2022-12-31,2022-12-31 00:00:00,УСТН,СИНХ,50.0,2022-08-31,2022-12-31,2022-12-31,Эксплуатация,
541,100000036794,1100.0,head,"АО ""Полюс Красноярск""",E01_01,Самосвалы карьерные,Самосвалы Komatsu HD1500-8,Автосамосвалы в классе 120-150 тонн,72.0,Самосвал карьерный HD1500-8 №311,2019-12-28,12,2031-12-28 00:00:00,2031-12-31,2031-12-31 00:00:00,УСТН,СИНХ,51.0,2031-12-31,2031-12-31,2031-12-31,Эксплуатация,
542,100000055545,1100.0,head,"АО ""Полюс Красноярск""",E03_01,Экскаваторы гидравлические,Экскаватор гидравл. ЕК 270LC,Гидравлические экскаваторы с объемом ковша 1-5 м3,102.0,Экскаватор гидравл. ЕК 270LC №3610,2023-04-01,12,2035-04-01 00:00:00,,2035-04-01 00:00:00,УСТН,ВЗКП,,,,,,
543,100000058897,1100.0,head,"АО ""Полюс Красноярск""",E05_02,Бульдозеры гусеничные,Бульдозер D11R,Бульдозеры гусеничные,20.0,Бульдозер D11R №125,2007-12-29,12,2019-12-29 00:00:00,2023-12-31,2023-12-31 00:00:00,УСТН,СИНХ,383.0,2023-12-31,2023-12-31,2023-12-31,Эксплуатация,
544,100000059026,1100.0,head,"АО ""Полюс Красноярск""",E05_02,Бульдозеры гусеничные,Бульдозер D375A-5,Бульдозеры гусеничные,24.0,Бульдозер D375A-5 №201,2015-12-26,12,2027-12-26 00:00:00,2024-12-31,2024-12-31 00:00:00,УСТН,СИНХ,393.0,2024-12-31,2024-12-31,2024-12-31,Эксплуатация,
545,100000059036,1100.0,head,"АО ""Полюс Красноярск""",E05_02,Бульдозеры гусеничные,Бульдозер D475A-5,Бульдозеры гусеничные,25.0,Бульдозер D475A-5 №202,2016-10-05,12,2028-10-05 00:00:00,2025-10-31,2025-10-31 00:00:00,УСТН,СИНХ,299.0,2025-10-31,2025-10-31,2025-10-31,Эксплуатация,
546,100000059037,1100.0,head,"АО ""Полюс Красноярск""",E05_02,Бульдозеры гусеничные,Бульдозер D475A-5,Бульдозеры гусеничные,25.0,Бульдозер D475A-5 №203,2016-09-11,12,2028-09-11 00:00:00,2025-10-31,2025-10-31 00:00:00,УСТН,СИНХ,300.0,2025-10-31,2025-10-31,2025-10-31,Эксплуатация,
547,100000059054,1100.0,head,"АО ""Полюс Красноярск""",E05_02,Бульдозеры гусеничные,Бульдозер D375A-5,Бульдозеры гусеничные,24.0,Бульдозер D375A-5 №209,2017-08-10,12,2029-08-10 00:00:00,2027-08-31,2027-08-31 00:00:00,УСТН,СИНХ,294.0,2027-08-31,2027-08-31,2027-08-31,Эксплуатация,
548,100000059061,1100.0,head,"АО ""Полюс Красноярск""",E05_02,Бульдозеры гусеничные,Бульдозер D85ESS,Бульдозеры гусеничные,30.0,Бульдозер D85ESS-2A №304,2017-12-26,12,2029-12-26 00:00:00,2027-12-31,2027-12-31 00:00:00,УСТН,СИНХ,312.0,2027-12-31,2027-12-31,2027-12-31,Эксплуатация,
549,100000059046,1100.0,head,"АО ""Полюс Красноярск""",E05_02,Бульдозеры гусеничные,Бульдозер D475A-5,Бульдозеры гусеничные,25.0,Бульдозер D475A-5 №3204,2018-04-06,12,2030-04-06 00:00:00,2028-04-30,2028-04-30 00:00:00,УСТН,СИНХ,301.0,2028-04-30,2028-04-30,2028-04-30,Эксплуатация,
550,100000059047,1100.0,head,"АО ""Полюс Красноярск""",E05_02,Бульдозеры гусеничные,Бульдозер D475A-5,Бульдозеры гусеничные,25.0,Бульдозер D475A-5 №3205,2018-04-06,12,2030-04-06 00:00:00,2028-04-30,2028-04-30 00:00:00,УСТН,СИНХ,302.0,2028-04-30,2028-04-30,2028-04-30,Эксплуатация,
551,100000059048,1100.0,head,"АО ""Полюс Красноярск""",E05_02,Бульдозеры гусеничные,Бульдозер D475A-5,Бульдозеры гусеничные,25.0,Бульдозер D475A-5 №3206,2018-04-11,12,2030-04-11 00:00:00,2028-04-30,2028-04-30 00:00:00,УСТН,СИНХ,303.0,2028-04-30,2028-04-30,2028-04-30,Эксплуатация,
552,100000059055,1100.0,head,"АО ""Полюс Красноярск""",E05_02,Бульдозеры гусеничные,Бульдозер D475A-5,Бульдозеры гусеничные,25.0,Бульдозер D475A-5 №3210,2018-04-14,12,2030-04-14 00:00:00,2028-04-30,2028-04-30 00:00:00,УСТН,СИНХ,304.0,2028-04-30,2028-04-30,2028-04-30,Эксплуатация,
553,100000059056,1100.0,head,"АО ""Полюс Красноярск""",E05_02,Бульдозеры гусеничные,Бульдозер D475A-5,Бульдозеры гусеничные,25.0,Бульдозер D475A-5 №3211,2018-04-03,12,2030-04-03 00:00:00,2028-04-30,2028-04-30 00:00:00,УСТН,СИНХ,305.0,2028-04-30,2028-04-30,2028-04-30,Эксплуатация,
554,100000059057,1100.0,head,"АО ""Полюс Красноярск""",E05_02,Бульдозеры гусеничные,Бульдозер D475A-5,Бульдозеры гусеничные,25.0,Бульдозер D475A-5 №3212,2018-04-07,12,2030-04-07 00:00:00,2028-04-30,2028-04-30 00:00:00,УСТН,СИНХ,306.0,2028-04-30,2028-04-30,2028-04-30,Эксплуатация,
555,100000059058,1100.0,head,"АО ""Полюс Красноярск""",E05_02,Бульдозеры гусеничные,Бульдозер D375A-5,Бульдозеры гусеничные,24.0,Бульдозер D375A-5 №3213,2018-03-17,12,2030-03-17 00:00:00,2028-03-31,2028-03-31 00:00:00,УСТН,СИНХ,295.0,2028-03-31,2028-03-31,2028-03-31,Эксплуатация,
556,100000059059,1100.0,head,"АО ""Полюс Красноярск""",E05_02,Бульдозеры гусеничные,Бульдозер D375A-5,Бульдозеры гусеничные,24.0,Бульдозер D375A-5 №3214,2018-05-01,12,2030-05-01 00:00:00,2028-05-31,2028-05-31 00:00:00,УСТН,СИНХ,296.0,2028-05-31,2028-05-31,2028-05-31,Эксплуатация,
557,100000027476,1100.0,head,"АО ""Полюс Красноярск""",E05_02,Бульдозеры гусеничные,Бульдозер D475A-5,Бульдозеры гусеничные,25.0,Бульдозер D475A-5 №3216,2018-12-04,12,2030-12-04 00:00:00,2028-12-31,2028-12-31 00:00:00,УСТН,СИНХ,307.0,2028-12-31,2028-12-31,2028-12-31,Эксплуатация,
558,100000026787,1100.0,head,"АО ""Полюс Красноярск""",E05_02,Бульдозеры гусеничные,Бульдозер D475A-5,Бульдозеры гусеничные,25.0,Бульдозер D475A-5 №3217,2019-01-17,12,2031-01-17 00:00:00,2028-12-31,2028-12-31 00:00:00,УСТН,СИНХ,308.0,2028-12-31,2028-12-31,2028-12-31,Эксплуатация,
559,100000026786,1100.0,head,"АО ""Полюс Красноярск""",E05_02,Бульдозеры гусеничные,Бульдозер D475A-5,Бульдозеры гусеничные,25.0,Бульдозер D475A-5 №3218,2019-01-21,12,2031-01-21 00:00:00,2028-12-31,2028-12-31 00:00:00,УСТН,СИНХ,309.0,2028-12-31,2028-12-31,2028-12-31,Эксплуатация,
560,100000055010,1100.0,head,"АО ""Полюс Красноярск""",E05_02,Бульдозеры гусеничные,Бульдозер D375A-5,Бульдозеры гусеничные,24.0,Бульдозер D375A-5 №3219,2021-12-01,12,2033-12-01 00:00:00,2031-12-31,2031-12-31 00:00:00,УСТН,СИНХ,298.0,2031-12-31,2031-12-31,2031-12-31,Эксплуатация,
561,100000055011,1100.0,head,"АО ""Полюс Красноярск""",E05_02,Бульдозеры гусеничные,Бульдозер D475A-5,Бульдозеры гусеничные,25.0,Бульдозер D475A-5 №3223,2021-12-28,12,2033-12-28 00:00:00,2031-12-31,2031-12-31 00:00:00,УСТН,СИНХ,310.0,2031-12-31,2031-12-31,2031-12-31,Эксплуатация,
562,100000054780,1100.0,head,"АО ""Полюс Красноярск""",E05_02,Бульдозеры гусеничные,Бульдозер D85EХ,Бульдозеры гусеничные,29.0,Бульдозер D85EХ-15 №3301,2020-09-13,12,2032-09-13 00:00:00,2030-09-30,2030-09-30 00:00:00,УСТН,СИНХ,313.0,2030-09-30,2030-09-30,2030-09-30,Эксплуатация,
563,100000059062,1100.0,head,"АО ""Полюс Красноярск""",E05_02,Бульдозеры гусеничные,Бульдозер D85EХ,Бульдозеры гусеничные,29.0,Бульдозер D85EХ-15 №3302,2018-08-15,12,2030-08-15 00:00:00,2028-08-31,2028-08-31 00:00:00,УСТН,СИНХ,315.0,2028-08-31,2028-08-31,2028-08-31,Эксплуатация,
564,100000026775,1100.0,head,"АО ""Полюс Красноярск""",E05_02,Бульдозеры гусеничные,Бульдозер D85EХ,Бульдозеры гусеничные,29.0,Бульдозер D85EХ-15 №3303,2019-07-13,12,2031-07-13 00:00:00,2029-07-31,2029-07-31 00:00:00,УСТН,СИНХ,316.0,2029-07-31,2029-07-31,2029-07-31,Эксплуатация,
565,100000059060,1100.0,head,"АО ""Полюс Красноярск""",E05_02,Бульдозеры гусеничные,Бульдозер D155A-5,Бульдозеры гусеничные,21.0,Бульдозер D155A-5 №3305,2018-10-03,12,2030-10-03 00:00:00,2028-10-31,2028-10-31 00:00:00,УСТН,СИНХ,311.0,2028-10-31,2028-10-31,2028-10-31,Эксплуатация,
566,100000026791,1100.0,head,"АО ""Полюс Красноярск""",E05_02,Бульдозеры гусеничные,Бульдозер D63E,Бульдозеры гусеничные,26.0,Бульдозер D63E-12 №3306,2019-05-07,12,2031-05-07 00:00:00,2029-05-31,2029-05-31 00:00:00,УСТН,СИНХ,325.0,2029-05-31,2029-05-31,2029-05-31,Эксплуатация,
567,100000026792,1100.0,head,"АО ""Полюс Красноярск""",E05_02,Бульдозеры гусеничные,Бульдозер D63E,Бульдозеры гусеничные,26.0,Бульдозер D63E-12 №3307,2019-05-07,12,2031-05-07 00:00:00,2029-05-31,2029-05-31 00:00:00,УСТН,СИНХ,326.0,2029-05-31,2029-05-31,2029-05-31,Эксплуатация,
568,100000055032,1100.0,head,"АО ""Полюс Красноярск""",E05_02,Бульдозеры гусеничные,Бульдозер D65EX,Бульдозеры гусеничные,27.0,Бульдозер D65PX-16 №3309,2021-02-24,12,2033-02-24 00:00:00,2031-02-28,2031-02-28 00:00:00,УСТН,СИНХ,324.0,2031-02-28,2031-02-28,2031-02-28,Эксплуатация,
569,100000054862,1100.0,head,"АО ""Полюс Красноярск""",E05_02,Бульдозеры гусеничные,Бульдозер D65EX,Бульдозеры гусеничные,27.0,Бульдозер D65EX-16 №3310,2020-09-14,12,2032-09-14 00:00:00,2030-09-30,2030-09-30 00:00:00,УСТН,СИНХ,321.0,2030-09-30,2030-09-30,2030-09-30,Эксплуатация,
570,100000055033,1100.0,head,"АО ""Полюс Красноярск""",E05_02,Бульдозеры гусеничные,Бульдозер D65EX,Бульдозеры гусеничные,27.0,Бульдозер D65EX-16 №3311,2021-11-12,12,2033-11-12 00:00:00,2031-11-30,2031-11-30 00:00:00,УСТН,СИНХ,317.0,2031-11-30,2031-11-30,2031-11-30,Эксплуатация,
571,100000055008,1100.0,head,"АО ""Полюс Красноярск""",E05_02,Бульдозеры гусеничные,Бульдозер D155A-5,Бульдозеры гусеничные,21.0,Бульдозер D155A-5 №3312,2022-01-01,12,2034-01-01 00:00:00,,2034-01-01 00:00:00,УСТН,ВЗКП,,,,,,
572,100000055009,1100.0,head,"АО ""Полюс Красноярск""",E05_02,Бульдозеры гусеничные,Бульдозер D155A-5,Бульдозеры гусеничные,21.0,Бульдозер D155A-5 №3313,2022-01-01,12,2034-01-01 00:00:00,,2034-01-01 00:00:00,УСТН,ВЗКП,,,,,,
573,100000054863,1100.0,head,"АО ""Полюс Красноярск""",E05_02,Бульдозеры гусеничные,Бульдозер D65EX,Бульдозеры гусеничные,27.0,Бульдозер D65EX-16 №3314,2020-09-13,12,2032-09-13 00:00:00,2030-09-30,2030-09-30 00:00:00,УСТН,СИНХ,322.0,2030-09-30,2030-09-30,2030-09-30,Эксплуатация,
574,100000054864,1100.0,head,"АО ""Полюс Красноярск""",E05_02,Бульдозеры гусеничные,Бульдозер D65EX,Бульдозеры гусеничные,27.0,Бульдозер D65EX-16 №3315,2020-09-14,12,2032-09-14 00:00:00,2030-09-30,2030-09-30 00:00:00,УСТН,СИНХ,323.0,2030-09-30,2030-09-30,2030-09-30,Эксплуатация,
575,100000055034,1100.0,head,"АО ""Полюс Красноярск""",E05_02,Бульдозеры гусеничные,Бульдозер D65EX,Бульдозеры гусеничные,27.0,Бульдозер D65EX-16 №3316,2021-12-20,12,2033-12-20 00:00:00,2031-12-31,2031-12-31 00:00:00,УСТН,СИНХ,318.0,2031-12-31,2031-12-31,2031-12-31,Эксплуатация,
576,100000055035,1100.0,head,"АО ""Полюс Красноярск""",E05_02,Бульдозеры гусеничные,Бульдозер D65EX,Бульдозеры гусеничные,27.0,Бульдозер D65EX-16 №3317,2021-11-12,12,2033-11-12 00:00:00,2031-11-30,2031-11-30 00:00:00,УСТН,СИНХ,319.0,2031-11-30,2031-11-30,2031-11-30,Эксплуатация,
577,100000055013,1100.0,head,"АО ""Полюс Красноярск""",E05_02,Бульдозеры гусеничные,Бульдозер D85EХ,Бульдозеры гусеничные,29.0,Бульдозер D85EX-15 №3318,2021-02-23,12,2033-02-23 00:00:00,2031-02-28,2031-02-28 00:00:00,УСТН,СИНХ,314.0,2031-02-28,2031-02-28,2031-02-28,Эксплуатация,
578,100000058898,1100.0,head,"АО ""Полюс Красноярск""",E05_02,Бульдозеры гусеничные,Бульдозер D375A-5,Бульдозеры гусеничные,24.0,Бульдозер D375A-5 №38,2012-05-28,12,2024-05-28 00:00:00,2023-04-30,2023-04-30 00:00:00,УСТН,СИНХ,385.0,2023-04-30,2023-04-30,2023-04-30,Эксплуатация,
579,100000058899,1100.0,head,"АО ""Полюс Красноярск""",E05_02,Бульдозеры гусеничные,Бульдозер D375A-5,Бульдозеры гусеничные,24.0,Бульдозер D375A-5 №39,2013-03-14,12,2025-03-14 00:00:00,2024-01-01,2024-01-01 00:00:00,УСТН,СИНХ,386.0,2023-03-31,2023-03-31,2023-03-31,Эксплуатация,
580,100000058900,1100.0,head,"АО ""Полюс Красноярск""",E05_02,Бульдозеры гусеничные,Бульдозер D375A-5,Бульдозеры гусеничные,24.0,Бульдозер D375A-5 №42,2014-12-31,12,2026-12-31 00:00:00,2024-12-31,2024-12-31 00:00:00,УСТН,СИНХ,387.0,2024-12-31,2024-12-31,2024-12-31,Эксплуатация,
581,100000058901,1100.0,head,"АО ""Полюс Красноярск""",E05_02,Бульдозеры гусеничные,Бульдозер D375A-5,Бульдозеры гусеничные,24.0,Бульдозер D375A-5 №43,2014-12-16,12,2026-12-16 00:00:00,2024-12-31,2024-12-31 00:00:00,УСТН,СИНХ,388.0,2024-12-31,2024-12-31,2024-12-31,Эксплуатация,
582,100000058902,1100.0,head,"АО ""Полюс Красноярск""",E05_02,Бульдозеры гусеничные,Бульдозер D375A-5,Бульдозеры гусеничные,24.0,Бульдозер D375A-5 №44,2012-11-02,12,2024-11-02 00:00:00,2024-11-30,2024-11-30 00:00:00,УСТН,СИНХ,389.0,2024-11-30,2024-11-30,2024-11-30,Эксплуатация,
583,100000058903,1100.0,head,"АО ""Полюс Красноярск""",E05_02,Бульдозеры гусеничные,Бульдозер D375A-5,Бульдозеры гусеничные,24.0,Бульдозер D375A-5 №45,2013-01-24,12,2025-01-24 00:00:00,2024-12-31,2024-12-31 00:00:00,УСТН,СИНХ,390.0,2024-12-31,2024-12-31,2024-12-31,Эксплуатация,
584,100000058904,1100.0,head,"АО ""Полюс Красноярск""",E05_02,Бульдозеры гусеничные,Бульдозер D375A-5,Бульдозеры гусеничные,24.0,Бульдозер D375A-5 №46,2013-01-26,12,2025-01-26 00:00:00,2024-12-31,2024-12-31 00:00:00,УСТН,СИНХ,391.0,2024-12-31,2024-12-31,2024-12-31,Эксплуатация,
585,100000058905,1100.0,head,"АО ""Полюс Красноярск""",E05_02,Бульдозеры гусеничные,Бульдозер D375A-5,Бульдозеры гусеничные,24.0,Бульдозер D375A-5 №47,2012-11-27,12,2024-11-27 00:00:00,2024-12-31,2024-12-31 00:00:00,УСТН,СИНХ,392.0,2024-12-31,2024-12-31,2024-12-31,Эксплуатация,
586,100000058907,1100.0,head,"АО ""Полюс Красноярск""",E05_02,Бульдозеры гусеничные,Бульдозер D155A-5,Бульдозеры гусеничные,21.0,Бульдозер D155A-5 №48,2012-08-02,12,2024-08-02 00:00:00,2024-12-31,2024-12-31 00:00:00,УСТН,СИНХ,394.0,2024-09-30,2024-12-31,2024-12-31,Эксплуатация,
587,100000058908,1100.0,head,"АО ""Полюс Красноярск""",E05_02,Бульдозеры гусеничные,Бульдозер D155A-5,Бульдозеры гусеничные,21.0,Бульдозер D155A-5 №49,2012-08-02,12,2024-08-02 00:00:00,2024-12-31,2024-12-31 00:00:00,УСТН,СИНХ,395.0,2024-09-30,2024-12-31,2024-12-31,Эксплуатация,
588,100000058911,1100.0,head,"АО ""Полюс Красноярск""",E05_02,Бульдозеры гусеничные,Бульдозер D63E,Бульдозеры гусеничные,26.0,Бульдозер D63E-12 №53,2014-10-22,12,2026-10-22 00:00:00,2024-12-31,2024-12-31 00:00:00,УСТН,СИНХ,397.0,2024-10-31,2024-12-31,2024-12-31,Эксплуатация,
589,100000058912,1100.0,head,"АО ""Полюс Красноярск""",E05_02,Бульдозеры гусеничные,Бульдозер D63E,Бульдозеры гусеничные,26.0,Бульдозер D63E-12 №54,2014-10-22,12,2026-10-22 00:00:00,2024-12-31,2024-12-31 00:00:00,УСТН,СИНХ,398.0,2024-10-31,2024-12-31,2024-12-31,Эксплуатация,
590,100000077982,1100.0,head,"АО ""Полюс Красноярск""",E05_02,Бульдозеры гусеничные,Бульдозер D65EX,Бульдозеры гусеничные,27.0,Бульдозер D65EX-16 №3319,2021-12-20,12,2033-12-20 00:00:00,2031-12-31,2031-12-31 00:00:00,УСТН,,320.0,2031-12-31,2031-12-31,2031-12-31,Эксплуатация,
591,100000078363,1100.0,head,"АО ""Полюс Красноярск""",E05_01,Бульдозеры колесные,Бульдозер колесный WD600-6,Бульдозеры колесные,18.0,Бульдозер WD600-6 №3224,2023-03-01,12,2035-03-01 00:00:00,,2035-03-01 00:00:00,УСТН,ВЗКП,,,,,,
592,100000078364,1100.0,head,"АО ""Полюс Красноярск""",E05_02,Бульдозеры гусеничные,Бульдозер D155A-5,Бульдозеры гусеничные,21.0,Бульдозер D155A-5 №3320,2023-04-01,12,2035-04-01 00:00:00,,2035-04-01 00:00:00,УСТН,ВЗКП,,,,,,
593,100000078365,1100.0,head,"АО ""Полюс Красноярск""",E05_02,Бульдозеры гусеничные,Бульдозер D155A-5,Бульдозеры гусеничные,21.0,Бульдозер D155A-5 №3321,2023-04-01,12,2035-04-01 00:00:00,,2035-04-01 00:00:00,УСТН,ВЗКП,,,,,,
594,100000027472,1100.0,head,"АО ""Полюс Красноярск""",E05_02,Бульдозеры гусеничные,Бульдозер D155A-5,Бульдозеры гусеничные,21.0,Бульдозер D155A-5 №3322,2007-02-27,12,2019-02-27 00:00:00,2023-12-31,2023-12-31 00:00:00,УСТН,СИНХ,396.0,2023-06-30,2023-12-31,2023-12-31,Эксплуатация,
595,100000048874,1100.0,head,"АО ""Полюс Красноярск""",E05_02,Бульдозеры гусеничные,Бульдозер D375A-5,Бульдозеры гусеничные,24.0,Бульдозер D375A-5D №3228,2019-06-01,12,2031-06-01 00:00:00,2029-06-30,2029-06-30 00:00:00,УСТН,СИНХ,297.0,2029-06-30,2029-06-30,2029-06-30,Эксплуатация,
596,100000058939,1100.0,head,"АО ""Полюс Красноярск""",E03_01,Экскаваторы гидравлические,Экскаватор гидравл. PC400-7,Гидравлические экскаваторы с объемом ковша 1-5 м3,109.0,Экскаватор гидравл. PC400-7 №07,2012-08-23,12,2024-08-23 00:00:00,2024-12-31,2024-12-31 00:00:00,УСТН,СИНХ,416.0,2024-12-31,2024-12-31,2024-12-31,Эксплуатация,
597,100000058933,1100.0,head,"АО ""Полюс Красноярск""",E03_01,Экскаваторы гидравлические,Экскаватор гидравл. PC400-7,Гидравлические экскаваторы с объемом ковша 1-5 м3,109.0,Экскаватор гидравл. PC400-7 №12,2012-08-23,12,2024-08-23 00:00:00,2024-12-31,2024-12-31 00:00:00,УСТН,СИНХ,417.0,2024-12-31,2024-12-31,2024-12-31,Эксплуатация,
598,100000058934,1100.0,head,"АО ""Полюс Красноярск""",E03_01,Экскаваторы гидравлические,Экскаватор гидравл. PC400-7,Гидравлические экскаваторы с объемом ковша 1-5 м3,109.0,Экскаватор гидравл. PC400-7 №13,2012-08-23,12,2024-08-23 00:00:00,2024-12-31,2024-12-31 00:00:00,УСТН,СИНХ,418.0,2024-12-31,2024-12-31,2024-12-31,Эксплуатация,
599,100000058935,1100.0,head,"АО ""Полюс Красноярск""",E03_01,Экскаваторы гидравлические,Экскаватор гидравл. PC400-7,Гидравлические экскаваторы с объемом ковша 1-5 м3,109.0,Экскаватор гидравл. PC400-7 №14,2012-08-23,12,2024-08-23 00:00:00,2024-12-31,2024-12-31 00:00:00,УСТН,СИНХ,419.0,2024-12-31,2024-12-31,2024-12-31,Эксплуатация,
600,100000058936,1100.0,head,"АО ""Полюс Красноярск""",E03_01,Экскаваторы гидравлические,Экскаватор гидравл. PC400-7,Гидравлические экскаваторы с объемом ковша 1-5 м3,109.0,Экскаватор гидравл. PC400-7 №15,2012-08-23,12,2024-08-23 00:00:00,2024-12-31,2024-12-31 00:00:00,УСТН,СИНХ,420.0,2024-12-31,2024-12-31,2024-12-31,Эксплуатация,
601,100000058920,1100.0,head,"АО ""Полюс Красноярск""",E03_01,Экскаваторы гидравлические,Экскаватор гидравл. ЕК 270LC,Гидравлические экскаваторы с объемом ковша 1-5 м3,102.0,Экскаватор гидравл. ЕК 270LC №17,2010-08-10,12,2022-08-10 00:00:00,2023-03-31,2023-03-31 00:00:00,УСТН,СИНХ,425.0,2023-03-31,2023-03-31,2023-03-31,Эксплуатация,
602,100000026794,1100.0,head,"АО ""Полюс Красноярск""",E03_01,Экскаваторы гидравлические,Экскаватор гидравл. ЕК 270LC,Гидравлические экскаваторы с объемом ковша 1-5 м3,102.0,Экскаватор гидравл. ЕК 270LC №3608,2019-11-01,12,2031-11-01 00:00:00,2026-11-30,2026-11-30 00:00:00,УСТН,СИНХ,367.0,2026-11-30,2026-11-30,2026-11-30,Эксплуатация,
603,100000026788,1100.0,head,"АО ""Полюс Красноярск""",E03_01,Экскаваторы гидравлические,Экскаватор гидравл. PC400-7,Гидравлические экскаваторы с объемом ковша 1-5 м3,109.0,Экскаватор гидравл. PC400-7 №3609,2019-07-06,12,2031-07-06 00:00:00,2029-07-31,2029-07-31 00:00:00,УСТН,СИНХ,362.0,2029-07-31,2029-07-31,2029-07-31,Эксплуатация,
604,100000059018,1100.0,head,"АО ""Полюс Красноярск""",E03_01,Экскаваторы гидравлические,Экскаватор гидравл. ЕК 270LC,Гидравлические экскаваторы с объемом ковша 1-5 м3,102.0,Экскаватор гидравл. ЕК 270LC №601,2015-11-14,12,2027-11-14 00:00:00,2023-12-31,2023-12-31 00:00:00,УСТН,СИНХ,423.0,2022-11-30,2023-12-31,2023-12-31,Эксплуатация,
605,100000059035,1100.0,head,"АО ""Полюс Красноярск""",E03_01,Экскаваторы гидравлические,Экскаватор гидравл. ЕК 270LC,Гидравлические экскаваторы с объемом ковша 1-5 м3,102.0,Экскаватор гидравл. ЕК 270LC №604,2016-11-20,12,2028-11-20 00:00:00,2023-12-31,2023-12-31 00:00:00,УСТН,СИНХ,422.0,2022-12-31,2023-12-31,2023-12-31,Эксплуатация,
606,100000059053,1100.0,head,"АО ""Полюс Красноярск""",E03_01,Экскаваторы гидравлические,Экскаватор гидравл. PC400-7,Гидравлические экскаваторы с объемом ковша 1-5 м3,109.0,Экскаватор гидравл. PC400-7 №605,2017-07-21,12,2029-07-21 00:00:00,2027-07-31,2027-07-31 00:00:00,УСТН,СИНХ,363.0,2027-07-31,2027-07-31,2027-07-31,Эксплуатация,
607,100000059051,1100.0,head,"АО ""Полюс Красноярск""",E03_01,Экскаваторы гидравлические,Экскаватор гидравл. ЕК 270LC,Гидравлические экскаваторы с объемом ковша 1-5 м3,102.0,Экскаватор гидравл. ЕК 270LC №606,2017-08-31,12,2029-08-31 00:00:00,2023-12-31,2023-12-31 00:00:00,УСТН,СИНХ,424.0,2022-12-31,2023-12-31,2023-12-31,Эксплуатация,
608,100000059052,1100.0,head,"АО ""Полюс Красноярск""",E03_01,Экскаваторы гидравлические,Экскаватор гидравл. PC400-7,Гидравлические экскаваторы с объемом ковша 1-5 м3,109.0,Экскаватор гидравл. PC400-7 №607,2017-12-25,12,2029-12-25 00:00:00,2027-12-31,2027-12-31 00:00:00,УСТН,СИНХ,364.0,2027-12-31,2027-12-31,2027-12-31,Эксплуатация,
609,100000030461,1100.0,head,"АО ""Полюс Красноярск""",E03_01,Экскаваторы гидравлические,Экскаватор гидравл. ЕК 450FS,Гидравлические экскаваторы с объемом ковша 1-5 м3,103.0,Экскаватор гидравл. ЕК 450FS №04,2011-11-05,12,2023-11-05 00:00:00,2023-12-31,2023-12-31 00:00:00,УСТН,СИНХ,426.0,2022-12-31,2023-12-31,2023-12-31,Эксплуатация,
610,100000030466,1100.0,head,"АО ""Полюс Красноярск""",E03_01,Экскаваторы гидравлические,Экскаватор гидравл. ЕК 450FS,Гидравлические экскаваторы с объемом ковша 1-5 м3,103.0,Экскаватор гидравл. ЕК 450FS №05,2012-03-14,12,2024-03-14 00:00:00,2023-12-31,2023-12-31 00:00:00,ВНСИ УСТН,СИНХ,427.0,2022-12-31,2023-12-31,2023-12-31,Эксплуатация,
611,100000058926,1100.0,head,"АО ""Полюс Красноярск""",E17_11,Погрузчики фронтальные,Погрузчик фронтальный WA500-3,Погрузчики фронтальные,49.0,Погрузчик фронтальный WA500-3 №26,2011-02-07,12,2023-02-07 00:00:00,2023-04-30,2023-04-30 00:00:00,УСТН,СИНХ,410.0,2023-04-30,2023-04-30,2023-04-30,Эксплуатация,
612,100000058921,1100.0,head,"АО ""Полюс Красноярск""",E17_11,Погрузчики фронтальные,Погрузчик фронтальный WA900-3,Погрузчики фронтальные,57.0,Погрузчик фронтальный WA900-3 №28,2011-03-15,12,2023-03-15 00:00:00,2023-12-31,2023-12-31 00:00:00,УСТН,СИНХ,373.0,2023-02-28,2023-12-31,2022-12-31,Эксплуатация,
613,100000058922,1100.0,head,"АО ""Полюс Красноярск""",E17_11,Погрузчики фронтальные,Погрузчик фронтальный WA800-3,Погрузчики фронтальные,56.0,Погрузчик фронтальный WA800-3 №30,2017-12-31,12,2029-12-31 00:00:00,2024-12-31,2024-12-31 00:00:00,УСТН,СИНХ,375.0,2024-12-31,2024-12-31,2024-12-31,Эксплуатация,
614,100000027475,1100.0,head,"АО ""Полюс Красноярск""",E17_11,Погрузчики фронтальные,Погрузчик фронтальный 994K,Погрузчики фронтальные,43.0,Погрузчик фронтальный 994K №3503,2018-11-03,12,2030-11-03 00:00:00,2026-11-30,2026-11-30 00:00:00,УСТН,СИНХ,372.0,2026-11-30,2026-11-30,2026-11-30,Эксплуатация,
