,eo_code,be_code,be_description,eo_class_code,eo_class_description,eo_model_id,eo_model_name,eo_category_spec,eo_description,operation_status_rus,sap_user_status,sap_system_status,operation_start_date,expected_operation_period_years,operation_finish_date_calc,sap_planned_finish_operation_date,operation_finish_date_sap_upd,operation_finish_date_update_iteration,operation_finish_date,iteration_name,year,in_operation,add_new
281,100000026814,1100.0,"АО ""Полюс Красноярск""",E02_03,Станки буровые ударно-вращательного бур.,81.0,Станки буровые ROC D65,Буровые станки,Станок буровой SmartROC D65-10LF №024,Эксплуатация,СИНХ,УСТН,2019-07-15,8,2027-07-15 00:00:00,2027-07-31,2027-07-31 00:00:00,2027-07-31,2027-07-31,operation_finish_date_iteration_0,2022,1,0
282,100000061882,1100.0,"АО ""Полюс Красноярск""",E02_01,Станки буровые вращ. бур. шарошками,76.0,Станки буровые СБШ-250,Буровые станки,Станок буровой СБШ-250 МНА-32 №22,Эксплуатация,СИНХ,УСТН,2011-02-22,8,2019-02-22 00:00:00,2022-12-31,2022-12-31 00:00:00,2023-06-30,2023-06-30,operation_finish_date_iteration_0,2022,1,0
283,100000061884,1100.0,"АО ""Полюс Красноярск""",E02_01,Станки буровые вращ. бур. шарошками,76.0,Станки буровые СБШ-250,Буровые станки,Станок буровой СБШ-250 МНА-32 №24,Эксплуатация,СИНХ,УСТН,2011-04-09,8,2019-04-09 00:00:00,2022-12-31,2022-12-31 00:00:00,2022-12-31,2022-12-31,operation_finish_date_iteration_0,2022,1,0
284,100000061890,1100.0,"АО ""Полюс Красноярск""",E02_01,Станки буровые вращ. бур. шарошками,76.0,Станки буровые СБШ-250,Буровые станки,Станок буровой СБШ-250 МНА-32 №25,Эксплуатация,СИНХ,УСТН,2012-04-30,8,2020-04-30 00:00:00,2022-12-31,2022-12-31 00:00:00,2022-12-31,2022-12-31,operation_finish_date_iteration_0,2022,1,0
285,100000061891,1100.0,"АО ""Полюс Красноярск""",E02_01,Станки буровые вращ. бур. шарошками,76.0,Станки буровые СБШ-250,Буровые станки,Станок буровой СБШ-250 МНА-32 №26,Эксплуатация,СИНХ,УСТН,2012-04-30,8,2020-04-30 00:00:00,2022-12-31,2022-12-31 00:00:00,2022-12-31,2022-12-31,operation_finish_date_iteration_0,2022,1,0
286,100000061892,1100.0,"АО ""Полюс Красноярск""",E02_01,Станки буровые вращ. бур. шарошками,76.0,Станки буровые СБШ-250,Буровые станки,Станок буровой СБШ-250 МНА-32 №27,Эксплуатация,СИНХ,УСТН,2012-05-31,8,2020-05-31 00:00:00,2022-12-31,2022-12-31 00:00:00,2022-12-31,2022-12-31,operation_finish_date_iteration_0,2022,1,0
287,100000061886,1100.0,"АО ""Полюс Красноярск""",E02_01,Станки буровые вращ. бур. шарошками,76.0,Станки буровые СБШ-250,Буровые станки,Станок буровой СБШ-250 МНА-32 №28,Эксплуатация,СИНХ,УСТН,2013-07-31,8,2021-07-31 00:00:00,2023-12-31,2023-12-31 00:00:00,2023-12-31,2023-12-31,operation_finish_date_iteration_0,2022,1,0
288,100000097363,1100.0,"АО ""Полюс Красноярск""",E02_01,Станки буровые вращ. бур. шарошками,76.0,Станки буровые СБШ-250,Буровые станки,Станок буровой СБШ-250 МНА-32 №29,,ВЗКП,УСТН,2022-09-01,8,2030-09-01 00:00:00,,2030-09-01 00:00:00,2199-01-01,2199-01-01,operation_finish_date_iteration_0,2022,1,1
289,100000097364,1100.0,"АО ""Полюс Красноярск""",E02_01,Станки буровые вращ. бур. шарошками,76.0,Станки буровые СБШ-250,Буровые станки,Станок буровой СБШ-250 МНА-32 №30,,ВЗКП,УСТН,2022-10-01,8,2030-10-01 00:00:00,,2030-10-01 00:00:00,2199-01-01,2199-01-01,operation_finish_date_iteration_0,2022,1,1
290,100000097577,1100.0,"АО ""Полюс Красноярск""",E02_01,Станки буровые вращ. бур. шарошками,76.0,Станки буровые СБШ-250,Буровые станки,Станок буровой СБШ-250 МНА-32 №31,,ВЗКП,УСТН,2022-10-01,8,2030-10-01 00:00:00,,2030-10-01 00:00:00,2199-01-01,2199-01-01,operation_finish_date_iteration_0,2022,1,1
291,100000097578,1100.0,"АО ""Полюс Красноярск""",E02_01,Станки буровые вращ. бур. шарошками,76.0,Станки буровые СБШ-250,Буровые станки,Станок буровой СБШ-250 МНА-32 №32,,ВЗКП,УСТН,2022-11-01,8,2030-11-01 00:00:00,,2030-11-01 00:00:00,2199-01-01,2199-01-01,operation_finish_date_iteration_0,2022,1,1
292,100000099750,1100.0,"АО ""Полюс Красноярск""",E02_01,Станки буровые вращ. бур. шарошками,76.0,Станки буровые СБШ-250,Буровые станки,Станок буровой СБШ-250 МНА-32 №33,,ВЗКП,УСТН,2022-12-01,8,2030-12-01 00:00:00,,2030-12-01 00:00:00,2199-01-01,2199-01-01,operation_finish_date_iteration_0,2022,1,1
293,100000099751,1100.0,"АО ""Полюс Красноярск""",E02_01,Станки буровые вращ. бур. шарошками,76.0,Станки буровые СБШ-250,Буровые станки,Станок буровой СБШ-250 МНА-32 №34,,ВЗКП,УСТН,2023-01-01,8,2031-01-01 00:00:00,,2031-01-01 00:00:00,2199-01-01,2199-01-01,operation_finish_date_iteration_0,2022,0,0
294,100000099752,1100.0,"АО ""Полюс Красноярск""",E02_01,Станки буровые вращ. бур. шарошками,76.0,Станки буровые СБШ-250,Буровые станки,Станок буровой СБШ-250 МНА-32 №35,,ВЗКП,УСТН,2023-02-01,8,2031-02-01 00:00:00,,2031-02-01 00:00:00,2199-01-01,2199-01-01,operation_finish_date_iteration_0,2022,0,0
295,100000099753,1100.0,"АО ""Полюс Красноярск""",E02_01,Станки буровые вращ. бур. шарошками,76.0,Станки буровые СБШ-250,Буровые станки,Станок буровой СБШ-250 МНА-32 №36,,ВЗКП,УСТН,2023-01-01,8,2031-01-01 00:00:00,,2031-01-01 00:00:00,2199-01-01,2199-01-01,operation_finish_date_iteration_0,2022,0,0
296,100000099754,1100.0,"АО ""Полюс Красноярск""",E02_01,Станки буровые вращ. бур. шарошками,76.0,Станки буровые СБШ-250,Буровые станки,Станок буровой СБШ-250 МНА-32 №37,,ВЗКП,УСТН,2023-03-01,8,2031-03-01 00:00:00,,2031-03-01 00:00:00,2199-01-01,2199-01-01,operation_finish_date_iteration_0,2022,0,0
297,100000099755,1100.0,"АО ""Полюс Красноярск""",E02_01,Станки буровые вращ. бур. шарошками,76.0,Станки буровые СБШ-250,Буровые станки,Станок буровой СБШ-250 МНА-32 №38,,ВЗКП,УСТН,2023-04-01,8,2031-04-01 00:00:00,,2031-04-01 00:00:00,2199-01-01,2199-01-01,operation_finish_date_iteration_0,2022,0,0
298,100000099756,1100.0,"АО ""Полюс Красноярск""",E02_01,Станки буровые вращ. бур. шарошками,76.0,Станки буровые СБШ-250,Буровые станки,Станок буровой СБШ-250 МНА-32 №39,,ВЗКП,УСТН,2023-04-01,8,2031-04-01 00:00:00,,2031-04-01 00:00:00,2199-01-01,2199-01-01,operation_finish_date_iteration_0,2022,0,0
299,100000099757,1100.0,"АО ""Полюс Красноярск""",E02_01,Станки буровые вращ. бур. шарошками,76.0,Станки буровые СБШ-250,Буровые станки,Станок буровой СБШ-250 МНА-32 №40,,ВЗКП,УСТН,2023-05-01,8,2031-05-01 00:00:00,,2031-05-01 00:00:00,2199-01-01,2199-01-01,operation_finish_date_iteration_0,2022,0,0
300,100000099758,1100.0,"АО ""Полюс Красноярск""",E02_01,Станки буровые вращ. бур. шарошками,76.0,Станки буровые СБШ-250,Буровые станки,Станок буровой СБШ-250 МНА-32 №41,,ВЗКП,УСТН,2023-06-01,8,2031-06-01 00:00:00,,2031-06-01 00:00:00,2199-01-01,2199-01-01,operation_finish_date_iteration_0,2022,0,0
301,100000099759,1100.0,"АО ""Полюс Красноярск""",E02_01,Станки буровые вращ. бур. шарошками,76.0,Станки буровые СБШ-250,Буровые станки,Станок буровой СБШ-250 МНА-32 №42,,ВЗКП,УСТН,2023-06-01,8,2031-06-01 00:00:00,,2031-06-01 00:00:00,2199-01-01,2199-01-01,operation_finish_date_iteration_0,2022,0,0
302,100000099760,1100.0,"АО ""Полюс Красноярск""",E02_01,Станки буровые вращ. бур. шарошками,76.0,Станки буровые СБШ-250,Буровые станки,Станок буровой СБШ-250 МНА-32 №43,,ВЗКП,УСТН,2023-07-01,8,2031-07-01 00:00:00,,2031-07-01 00:00:00,2199-01-01,2199-01-01,operation_finish_date_iteration_0,2022,0,0
303,100000099761,1100.0,"АО ""Полюс Красноярск""",E02_01,Станки буровые вращ. бур. шарошками,76.0,Станки буровые СБШ-250,Буровые станки,Станок буровой СБШ-250 МНА-32 №44,,ВЗКП,УСТН,2023-08-01,8,2031-08-01 00:00:00,,2031-08-01 00:00:00,2199-01-01,2199-01-01,operation_finish_date_iteration_0,2022,0,0
304,100000099762,1100.0,"АО ""Полюс Красноярск""",E02_01,Станки буровые вращ. бур. шарошками,76.0,Станки буровые СБШ-250,Буровые станки,Станок буровой СБШ-250 МНА-32 №45,,ВЗКП,УСТН,2023-08-01,8,2031-08-01 00:00:00,,2031-08-01 00:00:00,2199-01-01,2199-01-01,operation_finish_date_iteration_0,2022,0,0
305,100000099763,1100.0,"АО ""Полюс Красноярск""",E02_01,Станки буровые вращ. бур. шарошками,76.0,Станки буровые СБШ-250,Буровые станки,Станок буровой СБШ-250 МНА-32 №46,,ВЗКП,УСТН,2023-09-01,8,2031-09-01 00:00:00,,2031-09-01 00:00:00,2199-01-01,2199-01-01,operation_finish_date_iteration_0,2022,0,0
306,100000099764,1100.0,"АО ""Полюс Красноярск""",E02_01,Станки буровые вращ. бур. шарошками,76.0,Станки буровые СБШ-250,Буровые станки,Станок буровой СБШ-250 МНА-32 №47,,ВЗКП,УСТН,2023-10-01,8,2031-10-01 00:00:00,,2031-10-01 00:00:00,2199-01-01,2199-01-01,operation_finish_date_iteration_0,2022,0,0
307,100000099765,1100.0,"АО ""Полюс Красноярск""",E02_01,Станки буровые вращ. бур. шарошками,76.0,Станки буровые СБШ-250,Буровые станки,Станок буровой СБШ-250 МНА-32 №48,,ВЗКП,УСТН,2023-11-01,8,2031-11-01 00:00:00,,2031-11-01 00:00:00,2199-01-01,2199-01-01,operation_finish_date_iteration_0,2022,0,0
308,100000099766,1100.0,"АО ""Полюс Красноярск""",E02_01,Станки буровые вращ. бур. шарошками,76.0,Станки буровые СБШ-250,Буровые станки,Станок буровой СБШ-250 МНА-32 №49,,ВЗКП,УСТН,2023-12-01,8,2031-12-01 00:00:00,,2031-12-01 00:00:00,2199-01-01,2199-01-01,operation_finish_date_iteration_0,2022,0,0
309,100000099767,1100.0,"АО ""Полюс Красноярск""",E02_01,Станки буровые вращ. бур. шарошками,76.0,Станки буровые СБШ-250,Буровые станки,Станок буровой СБШ-250 МНА-32 №50,,ВЗКП,УСТН,2023-12-01,8,2031-12-01 00:00:00,,2031-12-01 00:00:00,2199-01-01,2199-01-01,operation_finish_date_iteration_0,2022,0,0
310,100000099768,1100.0,"АО ""Полюс Красноярск""",E02_01,Станки буровые вращ. бур. шарошками,76.0,Станки буровые СБШ-250,Буровые станки,Станок буровой СБШ-250 МНА-32 №51,,ВЗКП,УСТН,2024-01-01,8,2032-01-01 00:00:00,,2032-01-01 00:00:00,2199-01-01,2199-01-01,operation_finish_date_iteration_0,2022,0,0
311,100000099769,1100.0,"АО ""Полюс Красноярск""",E02_01,Станки буровые вращ. бур. шарошками,76.0,Станки буровые СБШ-250,Буровые станки,Станок буровой СБШ-250 МНА-32 №52,,ВЗКП,УСТН,2024-02-01,8,2032-02-01 00:00:00,,2032-02-01 00:00:00,2199-01-01,2199-01-01,operation_finish_date_iteration_0,2022,0,0
312,100000099770,1100.0,"АО ""Полюс Красноярск""",E02_01,Станки буровые вращ. бур. шарошками,76.0,Станки буровые СБШ-250,Буровые станки,Станок буровой СБШ-250 МНА-32 №53,,ВЗКП,УСТН,2024-02-01,8,2032-02-01 00:00:00,,2032-02-01 00:00:00,2199-01-01,2199-01-01,operation_finish_date_iteration_0,2022,0,0
313,100000065581,1100.0,"АО ""Полюс Красноярск""",E01_01,Самосвалы карьерные,61.0,Самосвалы БелАЗ-7540,Автосамосвалы в классе 30-40тонн,Самосвал карьерный БЕЛАЗ-7540А №21,Эксплуатация,СИНХ,УСТН,2006-06-02,12,2018-06-02 00:00:00,2022-12-31,2022-12-31 00:00:00,2022-12-31,2022-12-31,operation_finish_date_iteration_0,2022,1,0
314,100000065582,1100.0,"АО ""Полюс Красноярск""",E01_01,Самосвалы карьерные,61.0,Самосвалы БелАЗ-7540,Автосамосвалы в классе 30-40тонн,Самосвал карьерный БЕЛАЗ-7540А №24,Эксплуатация,СИНХ,УСТН,2006-06-02,12,2018-06-02 00:00:00,2022-12-31,2022-12-31 00:00:00,2022-12-31,2022-12-31,operation_finish_date_iteration_0,2022,1,0
315,100000065585,1100.0,"АО ""Полюс Красноярск""",E01_01,Самосвалы карьерные,61.0,Самосвалы БелАЗ-7540,Автосамосвалы в классе 30-40тонн,Самосвал карьерный БЕЛАЗ-7540К №55,Эксплуатация,СИНХ,УСТН,2016-12-16,12,2028-12-16 00:00:00,2026-12-31,2026-12-31 00:00:00,2026-12-31,2026-12-31,operation_finish_date_iteration_0,2022,1,0
316,100000065586,1100.0,"АО ""Полюс Красноярск""",E01_01,Самосвалы карьерные,61.0,Самосвалы БелАЗ-7540,Автосамосвалы в классе 30-40тонн,Самосвал карьерный БЕЛАЗ-7540К №56,Эксплуатация,СИНХ,УСТН,2016-12-16,12,2028-12-16 00:00:00,2026-12-31,2026-12-31 00:00:00,2026-12-31,2026-12-31,operation_finish_date_iteration_0,2022,1,0
317,100000065587,1100.0,"АО ""Полюс Красноярск""",E01_01,Самосвалы карьерные,61.0,Самосвалы БелАЗ-7540,Автосамосвалы в классе 30-40тонн,Самосвал карьерный БЕЛАЗ-7540К №57,Эксплуатация,СИНХ,УСТН,2016-12-16,12,2028-12-16 00:00:00,2026-12-31,2026-12-31 00:00:00,2026-12-31,2026-12-31,operation_finish_date_iteration_0,2022,1,0
318,100000065588,1100.0,"АО ""Полюс Красноярск""",E01_01,Самосвалы карьерные,61.0,Самосвалы БелАЗ-7540,Автосамосвалы в классе 30-40тонн,Самосвал карьерный БЕЛАЗ-7540К №58,Эксплуатация,СИНХ,УСТН,2016-12-16,12,2028-12-16 00:00:00,2026-12-31,2026-12-31 00:00:00,2026-12-31,2026-12-31,operation_finish_date_iteration_0,2022,1,0
319,100000065589,1100.0,"АО ""Полюс Красноярск""",E01_01,Самосвалы карьерные,61.0,Самосвалы БелАЗ-7540,Автосамосвалы в классе 30-40тонн,Самосвал карьерный БЕЛАЗ-7540К №59,Эксплуатация,СИНХ,УСТН,2016-12-16,12,2028-12-16 00:00:00,2026-12-31,2026-12-31 00:00:00,2026-12-31,2026-12-31,operation_finish_date_iteration_0,2022,1,0
320,100000079842,1100.0,"АО ""Полюс Красноярск""",E01_01,Самосвалы карьерные,61.0,Самосвалы БелАЗ-7540,Автосамосвалы в классе 30-40тонн,Самосвал карьерный БЕЛАЗ-7540B №60,Эксплуатация,,УСТН,2022-04-29,12,2034-04-29 00:00:00,2032-04-30,2032-04-30 00:00:00,2032-04-30,2032-04-30,operation_finish_date_iteration_0,2022,1,1
321,100000079843,1100.0,"АО ""Полюс Красноярск""",E01_01,Самосвалы карьерные,61.0,Самосвалы БелАЗ-7540,Автосамосвалы в классе 30-40тонн,Самосвал карьерный БЕЛАЗ-7540К №61,,ВЗКП,УСТН,2022-04-01,12,2034-04-01 00:00:00,2032-04-01,2032-04-01 00:00:00,2199-01-01,2199-01-01,operation_finish_date_iteration_0,2022,1,1
322,100000079844,1100.0,"АО ""Полюс Красноярск""",E01_01,Самосвалы карьерные,61.0,Самосвалы БелАЗ-7540,Автосамосвалы в классе 30-40тонн,Самосвал карьерный БЕЛАЗ-7540К №62,,ВЗКП,УСТН,2022-04-01,12,2034-04-01 00:00:00,2032-04-01,2032-04-01 00:00:00,2199-01-01,2199-01-01,operation_finish_date_iteration_0,2022,1,1
323,100000028868,1100.0,"АО ""Полюс Красноярск""",E01_01,Самосвалы карьерные,65.0,Самосвалы CAT 785C,Автосамосвалы в классе 120-150 тонн,Самосвал карьерный 785C №401,Эксплуатация,СИНХ,УСТН,2009-03-04,12,2021-03-04 00:00:00,2024-12-31,2024-12-31 00:00:00,2022-08-31,2022-08-31,operation_finish_date_iteration_0,2022,1,0
324,100000062369,1100.0,"АО ""Полюс Красноярск""",E01_01,Самосвалы карьерные,65.0,Самосвалы CAT 785C,Автосамосвалы в классе 120-150 тонн,Самосвал карьерный 785C №403,Эксплуатация,СИНХ,УСТН,2009-04-12,12,2021-04-12 00:00:00,2022-12-31,2022-12-31 00:00:00,2022-09-30,2022-09-30,operation_finish_date_iteration_0,2022,1,0
325,100000062370,1100.0,"АО ""Полюс Красноярск""",E01_01,Самосвалы карьерные,65.0,Самосвалы CAT 785C,Автосамосвалы в классе 120-150 тонн,Самосвал карьерный 785C №404,Консервация,КОНС СИНХ,УСТН,2009-04-16,12,2021-04-16 00:00:00,2022-12-31,2022-12-31 00:00:00,2022-12-31,2022-12-31,operation_finish_date_iteration_0,2022,0,0
326,100000062371,1100.0,"АО ""Полюс Красноярск""",E01_01,Самосвалы карьерные,65.0,Самосвалы CAT 785C,Автосамосвалы в классе 120-150 тонн,Самосвал карьерный 785C №405,Эксплуатация,СИНХ,УСТН,2009-04-25,12,2021-04-25 00:00:00,2024-12-31,2024-12-31 00:00:00,2022-10-31,2022-10-31,operation_finish_date_iteration_0,2022,1,0
327,100000062372,1100.0,"АО ""Полюс Красноярск""",E01_01,Самосвалы карьерные,65.0,Самосвалы CAT 785C,Автосамосвалы в классе 120-150 тонн,Самосвал карьерный 785C №407,Эксплуатация,СИНХ,УСТН,2009-06-08,12,2021-06-08 00:00:00,2024-12-31,2024-12-31 00:00:00,2022-11-30,2022-11-30,operation_finish_date_iteration_0,2022,1,0
328,100000062373,1100.0,"АО ""Полюс Красноярск""",E01_01,Самосвалы карьерные,65.0,Самосвалы CAT 785C,Автосамосвалы в классе 120-150 тонн,Самосвал карьерный 785C №409,Эксплуатация,СИНХ,УСТН,2009-06-24,12,2021-06-24 00:00:00,2024-12-31,2024-12-31 00:00:00,2022-12-31,2022-12-31,operation_finish_date_iteration_0,2022,1,0
329,100000062379,1100.0,"АО ""Полюс Красноярск""",E01_01,Самосвалы карьерные,65.0,Самосвалы CAT 785C,Автосамосвалы в классе 120-150 тонн,Самосвал карьерный 785C №411,Эксплуатация,СИНХ,УСТН,2009-10-02,12,2021-10-02 00:00:00,2022-12-31,2022-12-31 00:00:00,2022-12-31,2022-12-31,operation_finish_date_iteration_0,2022,1,0
330,100000062377,1100.0,"АО ""Полюс Красноярск""",E01_01,Самосвалы карьерные,65.0,Самосвалы CAT 785C,Автосамосвалы в классе 120-150 тонн,Самосвал карьерный 785C №414,Эксплуатация,СИНХ,УСТН,2009-11-02,12,2021-11-02 00:00:00,2024-12-31,2024-12-31 00:00:00,2022-12-31,2022-12-31,operation_finish_date_iteration_0,2022,1,0
331,100000062376,1100.0,"АО ""Полюс Красноярск""",E01_01,Самосвалы карьерные,65.0,Самосвалы CAT 785C,Автосамосвалы в классе 120-150 тонн,Самосвал карьерный 785C №415,Эксплуатация,СИНХ,УСТН,2009-11-04,12,2021-11-04 00:00:00,2022-12-31,2022-12-31 00:00:00,2022-06-30,2022-06-30,operation_finish_date_iteration_0,2022,1,0
332,100000065968,1100.0,"АО ""Полюс Красноярск""",E01_01,Самосвалы карьерные,65.0,Самосвалы CAT 785C,Автосамосвалы в классе 120-150 тонн,Самосвал карьерный 785C №416,Эксплуатация,СИНХ,УСТН,2011-03-24,12,2023-03-24 00:00:00,2024-12-31,2024-12-31 00:00:00,2022-12-31,2022-12-31,operation_finish_date_iteration_0,2022,1,0
333,100000065969,1100.0,"АО ""Полюс Красноярск""",E01_01,Самосвалы карьерные,65.0,Самосвалы CAT 785C,Автосамосвалы в классе 120-150 тонн,Самосвал карьерный 785C №417,Эксплуатация,СИНХ,УСТН,2011-03-27,12,2023-03-27 00:00:00,2024-12-31,2024-12-31 00:00:00,2022-12-31,2022-12-31,operation_finish_date_iteration_0,2022,1,0
334,100000065970,1100.0,"АО ""Полюс Красноярск""",E01_01,Самосвалы карьерные,65.0,Самосвалы CAT 785C,Автосамосвалы в классе 120-150 тонн,Самосвал карьерный 785C №418,Эксплуатация,СИНХ,УСТН,2011-03-31,12,2023-03-31 00:00:00,2024-12-31,2024-12-31 00:00:00,2022-12-31,2022-12-31,operation_finish_date_iteration_0,2022,1,0
335,100000065971,1100.0,"АО ""Полюс Красноярск""",E01_01,Самосвалы карьерные,65.0,Самосвалы CAT 785C,Автосамосвалы в классе 120-150 тонн,Самосвал карьерный 785C №419,Эксплуатация,СИНХ,УСТН,2011-04-04,12,2023-04-04 00:00:00,2024-12-31,2024-12-31 00:00:00,2022-12-31,2022-12-31,operation_finish_date_iteration_0,2022,1,0
336,100000065972,1100.0,"АО ""Полюс Красноярск""",E01_01,Самосвалы карьерные,65.0,Самосвалы CAT 785C,Автосамосвалы в классе 120-150 тонн,Самосвал карьерный 785C №420,Эксплуатация,СИНХ,УСТН,2011-04-09,12,2023-04-09 00:00:00,2024-12-31,2024-12-31 00:00:00,2022-12-31,2022-12-31,operation_finish_date_iteration_0,2022,1,0
337,100000065974,1100.0,"АО ""Полюс Красноярск""",E01_01,Самосвалы карьерные,65.0,Самосвалы CAT 785C,Автосамосвалы в классе 120-150 тонн,Самосвал карьерный 785C №422,Эксплуатация,СИНХ,УСТН,2011-04-14,12,2023-04-14 00:00:00,2024-12-31,2024-12-31 00:00:00,2022-12-31,2022-12-31,operation_finish_date_iteration_0,2022,1,0
338,100000065967,1100.0,"АО ""Полюс Красноярск""",E01_01,Самосвалы карьерные,65.0,Самосвалы CAT 785C,Автосамосвалы в классе 120-150 тонн,Самосвал карьерный 785C №423,Эксплуатация,СИНХ,УСТН,2011-05-13,12,2023-05-13 00:00:00,2024-12-31,2024-12-31 00:00:00,2022-12-31,2022-12-31,operation_finish_date_iteration_0,2022,1,0
339,100000062380,1100.0,"АО ""Полюс Красноярск""",E01_01,Самосвалы карьерные,65.0,Самосвалы CAT 785C,Автосамосвалы в классе 120-150 тонн,Самосвал карьерный 785C №424,Эксплуатация,СИНХ,УСТН,2011-05-16,12,2023-05-16 00:00:00,2024-12-31,2024-12-31 00:00:00,2022-12-31,2022-12-31,operation_finish_date_iteration_0,2022,1,0
340,100000065975,1100.0,"АО ""Полюс Красноярск""",E01_01,Самосвалы карьерные,65.0,Самосвалы CAT 785C,Автосамосвалы в классе 120-150 тонн,Самосвал карьерный 785C №425,Эксплуатация,СИНХ,УСТН,2011-05-26,12,2023-05-26 00:00:00,2024-12-31,2024-12-31 00:00:00,2022-12-31,2022-12-31,operation_finish_date_iteration_0,2022,1,0
341,100000065976,1100.0,"АО ""Полюс Красноярск""",E01_01,Самосвалы карьерные,65.0,Самосвалы CAT 785C,Автосамосвалы в классе 120-150 тонн,Самосвал карьерный 785C №426,Эксплуатация,СИНХ,УСТН,2011-06-28,12,2023-06-28 00:00:00,2024-12-31,2024-12-31 00:00:00,2023-06-30,2023-06-30,operation_finish_date_iteration_0,2022,1,0
342,100000062381,1100.0,"АО ""Полюс Красноярск""",E01_01,Самосвалы карьерные,65.0,Самосвалы CAT 785C,Автосамосвалы в классе 120-150 тонн,Самосвал карьерный 785C №427,Эксплуатация,СИНХ,УСТН,2011-06-30,12,2023-06-30 00:00:00,2024-12-31,2024-12-31 00:00:00,2023-06-30,2023-06-30,operation_finish_date_iteration_0,2022,1,0
343,100000062382,1100.0,"АО ""Полюс Красноярск""",E01_01,Самосвалы карьерные,65.0,Самосвалы CAT 785C,Автосамосвалы в классе 120-150 тонн,Самосвал карьерный 785C №428,Эксплуатация,СИНХ,УСТН,2011-07-07,12,2023-07-07 00:00:00,2024-12-31,2024-12-31 00:00:00,2023-06-30,2023-06-30,operation_finish_date_iteration_0,2022,1,0
344,100000062383,1100.0,"АО ""Полюс Красноярск""",E01_01,Самосвалы карьерные,65.0,Самосвалы CAT 785C,Автосамосвалы в классе 120-150 тонн,Самосвал карьерный 785C №429,Эксплуатация,СИНХ,УСТН,2011-07-10,12,2023-07-10 00:00:00,2024-12-31,2024-12-31 00:00:00,2023-06-30,2023-06-30,operation_finish_date_iteration_0,2022,1,0
345,100000062384,1100.0,"АО ""Полюс Красноярск""",E01_01,Самосвалы карьерные,65.0,Самосвалы CAT 785C,Автосамосвалы в классе 120-150 тонн,Самосвал карьерный 785C №430,Эксплуатация,СИНХ,УСТН,2011-08-23,12,2023-08-23 00:00:00,2024-12-31,2024-12-31 00:00:00,2023-06-30,2023-06-30,operation_finish_date_iteration_0,2022,1,0
346,100000062391,1100.0,"АО ""Полюс Красноярск""",E01_01,Самосвалы карьерные,65.0,Самосвалы CAT 785C,Автосамосвалы в классе 120-150 тонн,Самосвал карьерный 785C №431,Эксплуатация,СИНХ,УСТН,2013-06-13,12,2025-06-13 00:00:00,2025-06-30,2025-06-30 00:00:00,2025-06-30,2025-06-30,operation_finish_date_iteration_0,2022,1,0
347,100000062393,1100.0,"АО ""Полюс Красноярск""",E01_01,Самосвалы карьерные,65.0,Самосвалы CAT 785C,Автосамосвалы в классе 120-150 тонн,Самосвал карьерный 785C №432,Эксплуатация,СИНХ,УСТН,2013-06-15,12,2025-06-15 00:00:00,2025-06-30,2025-06-30 00:00:00,2025-06-30,2025-06-30,operation_finish_date_iteration_0,2022,1,0
348,100000062394,1100.0,"АО ""Полюс Красноярск""",E01_01,Самосвалы карьерные,65.0,Самосвалы CAT 785C,Автосамосвалы в классе 120-150 тонн,Самосвал карьерный 785C №433,Эксплуатация,СИНХ,УСТН,2013-06-26,12,2025-06-26 00:00:00,2025-06-30,2025-06-30 00:00:00,2025-06-30,2025-06-30,operation_finish_date_iteration_0,2022,1,0
349,100000062392,1100.0,"АО ""Полюс Красноярск""",E01_01,Самосвалы карьерные,65.0,Самосвалы CAT 785C,Автосамосвалы в классе 120-150 тонн,Самосвал карьерный 785C №434,Эксплуатация,СИНХ,УСТН,2013-06-28,12,2025-06-28 00:00:00,2025-06-30,2025-06-30 00:00:00,2025-06-30,2025-06-30,operation_finish_date_iteration_0,2022,1,0
350,100000062390,1100.0,"АО ""Полюс Красноярск""",E01_01,Самосвалы карьерные,65.0,Самосвалы CAT 785C,Автосамосвалы в классе 120-150 тонн,Самосвал карьерный 785C №435,Эксплуатация,СИНХ,УСТН,2013-06-29,12,2025-06-29 00:00:00,2025-06-30,2025-06-30 00:00:00,2025-06-30,2025-06-30,operation_finish_date_iteration_0,2022,1,0
351,100000062395,1100.0,"АО ""Полюс Красноярск""",E01_01,Самосвалы карьерные,65.0,Самосвалы CAT 785C,Автосамосвалы в классе 120-150 тонн,Самосвал карьерный 785C №436,Эксплуатация,СИНХ,УСТН,2013-12-13,12,2025-12-13 00:00:00,2025-12-31,2025-12-31 00:00:00,2025-06-30,2025-06-30,operation_finish_date_iteration_0,2022,1,0
352,100000062396,1100.0,"АО ""Полюс Красноярск""",E01_01,Самосвалы карьерные,65.0,Самосвалы CAT 785C,Автосамосвалы в классе 120-150 тонн,Самосвал карьерный 785C №437,Эксплуатация,СИНХ,УСТН,2013-11-10,12,2025-11-10 00:00:00,2025-12-31,2025-12-31 00:00:00,2025-06-30,2025-06-30,operation_finish_date_iteration_0,2022,1,0
